0.469880,1.042480
1.025120,0.960000
0.602480,0.558360
0.719640,0.323240
0.708000,1.148120
0.588360,0.576240
0.672000,0.440120
1.025880,0.751880
1.009640,0.995240
0.507520,1.078360
0.511360,0.599520
0.479640,0.568240
0.442880,0.611880
0.479760,0.568240
0.433880,0.624000
0.383520,0.804000
0.792240,0.355880
0.869640,0.648000
0.745360,1.151360
0.611640,1.132000
0.882360,0.516480
0.803240,0.364360
0.588120,1.123880
0.498360,0.552000
0.662000,0.476360
0.383640,0.792000
0.528480,1.093760
0.384240,0.780120
0.733000,0.327880
0.391760,0.888000
0.874000,0.624000
0.469880,1.042360
0.576360,1.119000
0.709120,1.148120
0.552480,1.108360
0.719640,0.323120
0.872000,0.708480
1.042880,0.815880
1.011640,0.728480
0.841880,0.404880
0.512360,0.587760
0.576120,0.591240
0.912000,0.737120
0.469880,1.042640
0.659360,0.370480
0.552760,1.107880
0.805880,1.143120
0.455520,1.024760
0.410120,0.671640
0.834360,0.393240
1.029000,0.947360
1.034640,0.777520
0.536000,0.691360
0.721120,1.151640
0.617360,0.540120
0.386640,0.864240
0.420240,0.967360
0.539520,0.664240
0.780880,0.348880
0.662480,0.310880
0.652120,0.499640
1.042880,0.827520
1.000240,1.005760
0.668480,0.391640
0.483880,0.563760
0.912120,0.737120
0.706880,1.148120
0.672360,0.425880
0.652240,0.310640
0.536000,0.691640
0.536000,0.677760
0.882360,0.528000
0.594640,0.568760
0.692000,0.315760
0.401880,0.696120
0.516120,0.683880
0.806120,1.142880
0.384000,0.852240
0.393760,0.719640
0.882000,0.564000
0.878000,0.599760
0.962480,1.054000
0.511880,0.635880
0.627520,0.326760
0.489120,1.061520
1.044480,0.851880
0.765760,0.341120
0.382760,0.827880
0.515120,0.672000
0.594760,0.568760
0.662640,0.378760
0.528120,0.712760
1.035640,0.924120
0.946480,0.720000
0.823360,0.382760
0.633520,0.523240
1.009360,0.995240
0.704880,0.319520
0.705000,0.319520
0.391000,0.743760
0.683360,1.145760
0.594480,0.568760
0.984120,0.687360
0.394120,0.731880
0.997240,0.706360
0.992000,1.017880
0.479880,0.568240
0.382760,0.827760
0.662640,0.378640
0.868000,0.684120
0.869360,0.659120
0.528120,0.712640
0.705120,0.319520
0.814480,0.373640
1.040120,0.803760
0.523640,0.707880
0.985240,1.029000
0.775760,1.148640
0.974240,1.041760
0.662640,0.378480
0.719640,0.323360
0.790880,1.146360
0.913760,1.093240
0.867520,0.671640
0.648240,1.141120
0.624240,1.136640
0.511880,0.563640
0.535880,0.701880
0.882480,0.540480
0.461640,1.033880
0.491760,0.556120
0.567760,0.602640
0.937120,1.077640
0.923520,0.736480
0.540640,1.100360
0.937240,1.077640
0.415640,0.957120
0.388480,0.756000
0.467880,0.579240
0.468000,0.579240
1.036120,0.790360
0.865520,1.122120
1.036360,0.790760
1.042240,0.875640
0.732360,1.152000
0.625760,0.316640
0.429000,0.636000
0.912240,0.737120
0.410240,0.671640
0.923640,0.736480
0.968480,0.688240
0.975520,0.683640
0.856120,0.428480
0.937360,1.077640
0.823640,1.138000
0.588240,1.123760
0.886240,0.731640
0.670240,0.455120
0.856240,0.428480
0.888760,1.110880
0.823760,1.138000
0.926120,1.086480
1.043760,0.839760
1.029000,0.947240
0.806000,1.143000
0.635360,0.336480
1.037000,0.911880
0.473640,0.575760
0.668240,0.391880
0.670000,0.398480
0.402880,0.923880
0.872880,0.635880
0.410360,0.671640
0.456120,0.595640
0.408000,0.936120
1.036640,0.791120
0.780880,0.348760
0.512240,0.575760
0.780880,0.349000
0.511880,0.624120
0.668000,0.465880
0.856360,0.428480
0.461760,0.587640
0.561000,0.612000
0.400000,0.912240
0.536000,0.691520
1.004240,0.718240
1.043880,0.863240
0.951520,1.065880
0.396000,0.900000
1.020760,0.972000
0.512360,0.588000
1.017640,0.739640
0.401880,0.696000
0.695880,1.146640
0.497240,1.069520
1.029000,0.947120
0.588000,1.124000
0.553000,1.107360
