0.866240,0.451120
0.624640,0.532480
0.406480,0.683760
0.878360,0.490640
0.668000,0.465760
0.992120,1.017880
0.387880,0.768240
0.866120,0.451000
0.609240,0.550000
1.004240,0.718120
0.582480,0.583240
0.512360,0.587880
0.668360,0.391760
0.401880,0.695880
0.974640,1.041360
1.042880,0.827360
0.823880,1.138000
1.038880,0.899760
0.439760,1.001880
0.992240,1.017880
0.383000,0.816120
0.660480,1.144360
1.032640,0.935640
0.975000,1.041000
0.860240,0.437760
0.535640,0.711120
0.602640,0.558360
0.676000,0.311240
0.382760,0.827640
0.668000,0.465640
0.866000,0.450880
0.880640,0.587880
1.004240,0.718000
1.043000,0.815760
0.416360,0.660240
0.549520,0.638760
0.504360,0.553360
0.882640,0.551880
0.644000,0.512360
0.468120,0.579240
0.923360,0.736480
0.882760,0.551880
0.398120,0.707520
1.025760,0.751880
0.602760,0.558360
0.656360,0.490120
1.042880,0.827240
0.860480,0.438240
0.964480,0.699240
0.515880,1.084880
0.875120,0.479360
0.511760,0.647640
1.015760,0.983240
0.876640,1.116480
0.461640,1.033760
0.875120,0.720000
0.431240,0.989360
0.882880,0.551880
0.528120,0.712880
0.991000,0.695640
0.672640,1.144880
0.881640,0.576120
0.839360,1.134000
0.860760,0.438760
0.870880,0.465360
0.411640,0.947000
1.026000,0.751880
0.901240,1.101640
0.636120,1.138880
0.564880,1.114880
0.641000,0.344000
0.389000,0.875880
0.425360,0.979120
0.881120,0.504240
1.040360,0.887880
0.852360,1.126760
0.451240,0.600240
1.009120,0.995240
0.655880,0.363640
0.869000,0.694880
0.633120,0.308880
0.672760,1.144880
0.956640,0.709240
0.461640,1.033640
0.672880,1.144880
0.511760,0.611760
0.876120,0.611760
1.030000,0.764000
0.936000,0.732120
0.431240,0.989240
0.899760,0.736120
0.446760,1.013360
0.420360,0.648120
0.641360,0.308640
0.648000,0.351360
0.511880,0.659760
0.672120,0.411760
0.555640,0.624760
0.545520,0.650640
0.478240,1.050760
1.043120,0.815640
0.431240,0.989520
0.761880,1.151240
0.600480,1.127760
0.382880,0.839640
0.747880,0.335120
0.519240,0.695880
0.848640,0.415240
